,movie,review
618,10008507-deep_water,"  by Nicholas Tomalin.  ""Fascinating, aggravating, and sad at the same time.  ""Great movie.  Dark and haunting."
619,volver,"  ""An exciting movie! The plot is actually quite simple, but it""s enjoyable to watch. It""s very interesting to see how the family secrets slowly unpack, throughout the movie. I surely recommend giving it a try!  ""If possible, an Almodovar even more like a soap opera or a photo novel, mama""s boy and matriarchal, I don""t know in the name of what expiatory masochism a male should watch and appreciate it.\n(Mauro Lanari)  ""A loving portrait of the importance of inner strength and grace, and the dangers that secrets can have on a family."
620,tell_no_one_2006,"  ""Entertaining enough.  ""Great cast , great script ."
621,offside," Almost a documentary, the movie is more important by its social issues than for its cinematographical values.  ""not a comedy! slow burner. thought provoking and somewhat endearing. a touching ending.  ""This iranian movie is one of the most entertaining film on football worldcup!!"
622,block_party," One of my favorite documentaries.  ""Fucking hilarious!!!!!!!  ""This film was solid."
623,tuyas_marriage_2006," Between 2.5 and 3 stars. The story is curious, but some motivations are not properly explained.  ""fascinating look at mongol life and customs  ""desolate setting, sad existence and futile lives, but a beautifully made movie  ""a dramatic & heartbreaking tribute to woman.."
624,1153570-fateless,"  ""wow.........painful......"
625,half_nelson,"  ""Gritty raw and confronting. A class acting by both leads.  ""Seems authentic and very interesting. Very good performances from all.  ""It""s story and character are not especially interesting but the acting is fantastic.  """"Half Nelson"" is very well built, but in the end we didn\""t arrive at any news and no conclusion"
626,the_death_of_mr_lazarescu,"  ""Frustrating, funny, heartbreaking  ""A brilliant film, the homdame aspect to the film gives it a little more reality."
627,jonestown_the_life_and_death_of_peoples_temple,"  ""Fascinating documentary about a truly tragic event.  ""Absolutely horrific documentary but well-done.  ""Excellent documentary - creepy."
628,lassie," Wholesome. Good film to see if you have younger children.  ""Lassie is a delicate, bittersweet human-and-dog friendship tale.  ""really good adaptation!"
629,blame_it_on_fidel,"  ""Blame It on Fidel has a very Atonement-esque feel to it. It""s a great movie, and an important movie.  ""A whimsical delight, with an impressive performance from Kervel.  ""This was a very interesting french film I enjoyed the historical content"
630,the_last_king_of_scotland,"  ""Based on a truly funny story!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  ""The Whole Movie is about a fart."
631,inside_man,"  ""Film has really good pacing and plot is interesting  ""It was alright \nGreat cast but lacking in thrills and it""s too long"
632,venus,"  ""So funny! So touching! So sad!  ""Garbage and incredibly boring  ""A cross-generational tale of friendship and more."
633,duck_season_2006,"  ""Original y divertida.  ""Unique, fun and intriguing.  ""Simple and brillient."
634,dixie_chicks_shut_up_and_sing,"  ""An exceptional documentary with great music.  ""Really love this documentary  ""Brill. Funny to think they were mostly right  ""Freedom of speech is an American lie."
635,heart_of_gold," A great way to appreciate Young""s work.  Saw on TCM.  ""There was nothing like seeing this in theatres and it still holds up.  ""Give it extra stars if you""re a Neil Young fan."
636,notes_on_a_scandal,"  ""Dull and with such unlikable characters it is hard to care what is going on."
637,iraq_in_fragments," It is more interesting to watch this along with Iraq""s Guns for Hire.  ""Paste top 25 of decade #2  ""A change of view from the people in Iraq.  ""Yet more proof that the US needs to leave Iraq to itself.  ""Beautiful. Engaging. Can""t believe it was shot on the DVX."
638,brand_upon_the_brain," Interesting and unique - a little bit of everything  ""ok silent homage to silents  ""visually challenging"
639,descent,"  ""One of my favorites and I""ll watch again.  ""This Movie is Fantastic and Horrer Thriller adventure and Realistic Movie i have ever watched."
640,starter_for_ten,"  ""The strong cast can not figure out how to make us care for these characters or present much of a story.  ""Rebecca hall has always been so cute . 3.0 on the nose  ""Enjoyable drama and student love story. Only bad thing about this movie is... it is British!"
641,who_killed_the_electric_car,"  ""Repetitively tedious.  ""awesome doc and another lost review"
642,thank_you_for_smoking," I love this movie! Fuck I was about to start smoking again just watching it.  ""Not funny or entertaining at all. Hated it."
643,1158179-devil_and_daniel_johnston,"  ""This is one weird and weirdly talented dude.  ""A documentary about an ill person that found in art the way to escape. Recommended  ""An interesting documentary on a fascinating man"
644,after_the_wedding,"  ""Very soapy in plot lines. Quite a decent drama tho.  ""Some of it is obvious, but overall it is a great movie."
645,stephanie_daley,"  ""Emotionally-gripping and thought-provoking.  ""Disturbing. Not something I would watch again, but still incredibly thought-provoking."
646,slither,"  ""Gross but clever and funny, this is now on my Halloween is or creepy favorites of all time! Lots of twists and great effects.  ""Alien slugs come to Earth, take over Michael Rooker, take advantage of his marital problems so that they can spread to others through an act that is far too sexual."
647,1196293-reprise,"  ""Flights of fancy and heartbreaking asides punctuate this keenly observed film.  Read my full review at movie-op.blogspot.com  ""Onaj bolji Trier (kojem se ne zelim posrat u carapu).  ""one of the best movies i have seen in my whole life  ""Showcases the young talent that would come to fruition in the masterful ""Oslo, 31 August""."
648,man_push_cart,"  ""Man Push Cart -- Viewer Not Care.  ""Boring.. never went anywhere with the storyline..."
649,jesus_camp,"  ""The scariest movie I""ve ever seen.  ""thank god for wal-mart  ""Everyone should see this movie."
650,sir_no_sir,"  ""Probably the best documentary on this topic I have ever seen."
651,three_burials_of_melquiades_estrada,"  ""Great movie and great acting!  ""Unusual but good story."
652,sophie_scholl_die_letzten_tage," A good movie. Kept it subtle, very german.  ""Powerful story, well told  ""An incredible story of courage--deeply redemptive.  ""This is a WOW movie..A must watch ."
653,akeelah_and_the_bee,"  ""One of the best movies ever. They should re-release it now. Right now. June 2020.  ""Great movie that shows the power of authenticity and how love conquers all, including grief  ""Even though I still like the film, There are still more movies in my opinion that are better than this film still a great film just not perfect."
654,namesake,"  ""Moving and beautifully shot.  ""Brilliant adaptation of the novel."
655,maxed_out,"  ""This pre-2008 documentary is shockingly prophetic...  ""Troubling anecdotal stories as pot shots against corporate evil.  ""Scathing documentary on the debt crisis.  ""incredibly thought provoking warning of credit card economic dangers"
656,the_ground_truth,"  ""Interesting, but not engrossing."
657,road_to_guantanamo,"  ""Oh boy! what a movie!...two words - Chilling experience  ""Very good documentary about the situation of the world. The movie is a prove of the capturing of innocent men.  ""I feel bad for these guys. However, this is what had to be done. When religion leads to war these are the consequences.  ""My love hate relationship with Michael Winterbottom goes more towards the love side in this interesting drama about being in the wrong place in the wrong time."
658,quinceanera," A stereotype of what happens in Latino culture. Do yourself a favor and watch Blood In, Blood Out instead.  ""Loved it. Very real-life."
659,the_beauty_academy_of_kabul_2006,"  ""We are so blessed to live in the USA.  ""Amazing, brave Afghan women.  Crazy, entitled American women.  ""Interesting and moving at times, but some of the American women were really annoying."
660,el_aura," Interesting thriller. I certainly couldn""t predict what was going to happen.   ""The last movie made by Fabian Bielinsky with Rircado Darin.  ""An original, authentic, and reasonably complex heist movie set in Patagonian Argentina.  ""It""s slow running but it""s as amazing as it can be. Hollywood should learn from some movies like this."
661,prairie_home_companion," I see what they were going for . It just never got to me . I still am a fan of mockumentaries 2.2  ""OMG, so bad. Pretty much like all Altman movies. Everyone a dud.  ""I get out of the cinema (only time i do that in my life), EXTREMELY bored."
662,old_joy," A well-made ""small film  ""No idea who recommended this to us, but it didn""t really do it for me.  ""Leisurely, much-acclaimed examination of male bonding."
663,this_film_is_not_yet_rated,"  ""Good look at the corruption present in MPAA.  ""a must watch. glad the Canadian rating system is different."
664,lenfant_2006,"  ""Enjoyed watching it.  ""Spiritually delightful!"
665,mutual_appreciation,"  ""Not as fresh as ""Funny Ha Ha  and a bit too long, but still masterfully executed and profound piece of reality.  ""A lo-fi slacker dramedy that is entertaining, but doesn""t have much to say."
666,sweet_land," The actors do what they can, but the pace is so glacial, so utterly comatose that the film will actually put you to sleep.  ""Nice movie very slow but a good plot  ""This was a sweet, simple love story."
667,kraska-v-nesnazich-beauty-in-trouble," if you like this film, you can buy it on www.czechmovie.com  ""Great movie. Sadly overlooked."
668,air_guitar_nation," Not as fun or as sad or as heartwarming/uplifting as it could have been.  ""Funny documentary it so dam ridiculous and I can""t believe how big this is and the people are as ridiculous\r\n\r\nRENT  ""Loved this. C-Diddy is the man."
